cp	hex	char	name	visual_cluster	hybrid_cluster	theory_family	shape_tag	gradient_family	number_system	structured_family	designed_fill	measured_fill	fill_err	packed_density	packed_class	cx	cy	aspect	bbox_w	bbox_h	dhash	braille_bits_cp	braille_bits_grid	braille_match
9875	U+2693	⚓	ANCHOR	54	6							0.0895		0.0895	wide	0.6953	0.5456	1.3736	0.9730	0.7083	000c9d3879df8011			
9876	U+2694	⚔	CROSSED SWORDS	9	42		cross					0.1089		0.1089	narrow	0.5135	0.5949	2.2532	0.8919	0.3958	00000c6719a18069			
9877	U+2695	⚕	STAFF OF AESCULAPIUS	47	22							0.1410		0.1410	narrow	0.5091	0.4997	1.4754	0.7838	0.5312	006347ad0e040001			
9878	U+2696	⚖	SCALES	9	39							0.1474		0.1474	narrow	0.4864	0.5899	2.5946	0.9730	0.3750	000005ac89630039			
9879	U+2697	⚗	ALEMBIC	32	39							0.1511		0.1511	narrow	0.5465	0.5523	2.5946	0.9730	0.3750	0000078389568031			
9880	U+2698	⚘	FLOWER	16	42		flower					0.1522		0.1522	narrow	0.4921	0.5070	2.0757	0.9730	0.4688	0001824b46040031			
9881	U+2699	⚙	GEAR	15	0							0.1966		0.1966	narrow	0.4934	0.5584	2.3351	0.9730	0.4167	0000c6ab7b8c0031			
9882	U+269A	⚚	STAFF OF HERMES	28	19							0.0877		0.0877	narrow	0.4813	0.4498	2.1229	0.9730	0.4583	0002d783060c0061			
9883	U+269B	⚛	ATOM SYMBOL	32	0							0.1347		0.1347	narrow	0.4910	0.5490	2.2239	0.9730	0.4375	0000c31c8c4c0021			
9884	U+269C	⚜	FLEUR-DE-LIS	16	0							0.1661		0.1661	narrow	0.4804	0.5503	2.1722	0.9730	0.4479	0000852d9c080021			
9885	U+269D	⚝	OUTLINED WHITE STAR	32	42	stars-fill	star	stars-fill		star		0.1022		0.1022	narrow	0.4752	0.5454	2.5245	0.9730	0.3854	0000850d99000031			
9886	U+269E	⚞	THREE LINES CONVERGING RIGHT	32	0							0.1324		0.1324	narrow	0.4893	0.5325	2.2782	0.9730	0.4271	000207e9dc000051			
9887	U+269F	⚟	THREE LINES CONVERGING LEFT	32	0							0.1295		0.1295	narrow	0.4717	0.5323	2.2782	0.9730	0.4271	000074081c000031			
9888	U+26A0	⚠	WARNING SIGN	62	19							0.1243		0.1243	overlarge	0.6150	0.5246	2.0639	0.9459	0.4583	000071ac50800009			
9889	U+26A1	⚡	HIGH VOLTAGE SIGN	62	11							0.0954		0.0954	wide	0.4952	0.4881	1.9062	0.9730	0.5104	0011e6dc98000031			
9890	U+26A2	⚢	DOUBLED FEMALE SIGN	52	0							0.1840		0.1840	narrow	0.4873	0.5579	2.3950	0.9730	0.4062	000001b37b160031			
9891	U+26A3	⚣	DOUBLED MALE SIGN	32	0							0.1438		0.1438	narrow	0.4969	0.5293	2.3950	0.9730	0.4062	0000e59699000031			
9892	U+26A4	⚤	INTERLOCKED FEMALE AND MALE SIGN	32	11							0.1507		0.1507	narrow	0.4418	0.5034	1.9873	0.9730	0.4896	0001f64618300031			
9893	U+26A5	⚥	MALE AND FEMALE SIGN	27	13							0.2208		0.2208	narrow	0.4788	0.5788	1.3156	0.9730	0.7396	0018e6d1d3383031			
9894	U+26A6	⚦	MALE WITH STROKE SIGN	32	0							0.1323		0.1323	narrow	0.5110	0.5188	2.3950	0.9730	0.4062	00006ed356000031			
9895	U+26A7	⚧	MALE WITH STROKE AND MALE AND FEMALE SIGN	27	19							0.1422		0.1422	narrow	0.4597	0.5041	2.1229	0.9730	0.4583	00003e4d8c080061			
9896	U+26A8	⚨	VERTICAL MALE WITH STROKE SIGN	58	1							0.2278		0.2278	narrow	0.5340	0.5201	1.4003	0.9189	0.6562	0063c78cd0fa0019			
9897	U+26A9	⚩	HORIZONTAL MALE WITH STROKE SIGN	32	15							0.0836		0.0836	narrow	0.4714	0.5379	4.4479	0.9730	0.2188	0000044298000031			
9898	U+26AA	⚪	MEDIUM WHITE CIRCLE	22	23		circle					0.0769		0.0769	wide	0.5496	0.5185	1.3736	0.9730	0.7083	00ef04081c1f8071			
9899	U+26AB	⚫	MEDIUM BLACK CIRCLE	24	34		circle					0.4510		0.4510	wide	0.5597	0.4946	1.3736	0.9730	0.7083	00ff2d1e9f1f8061			
9900	U+26AC	⚬	MEDIUM SMALL WHITE CIRCLE	15	39		circle					0.1325		0.1325	narrow	0.4913	0.5805	2.6709	0.9459	0.3542	00000648f18c0011			
9901	U+26AD	⚭	MARRIAGE SYMBOL	32	15							0.1330		0.1330	narrow	0.4844	0.5413	3.7362	0.9730	0.2604	000005277b000031			
9902	U+26AE	⚮	DIVORCE SYMBOL	32	15							0.0801		0.0801	narrow	0.4997	0.5307	5.4944	0.9730	0.1771	0000064630800031			
9903	U+26AF	⚯	UNMARRIED PARTNERSHIP SYMBOL	32	15							0.0714		0.0714	narrow	0.5023	0.5396	5.1892	0.9730	0.1875	000006c731800031			
9904	U+26B0	⚰	COFFIN	62	31							0.2729		0.2729	narrow	0.5129	0.4882	1.3736	0.7297	0.5312	00c3860e0c180001			
9905	U+26B1	⚱	FUNERAL URN	16	30							0.2235		0.2235	narrow	0.5132	0.5514	1.7086	0.7297	0.4271	0001c78e0c180001			
9906	U+26B2	⚲	NEUTER	1	40							0.1650		0.1650	narrow	0.5273	0.5253	1.6039	0.9189	0.5729	0003a47cce0c0021			
9907	U+26B3	⚳	CERES	27	44							0.1232		0.1232	narrow	0.4804	0.5520	1.3900	0.8108	0.5833	000264679c380041			
9908	U+26B4	⚴	PALLAS	28	22							0.1439		0.1439	narrow	0.4375	0.5450	1.5096	0.8649	0.5729	000384ce1c380021			
9909	U+26B5	⚵	JUNO	28	22							0.1753		0.1753	narrow	0.4230	0.5287	1.4624	0.8378	0.5729	0002a70a9c380061			
9910	U+26B6	⚶	VESTA	28	0							0.0967		0.0967	narrow	0.4759	0.5818	2.2782	0.9730	0.4271	0000810d1c080011			
9911	U+26B7	⚷	CHIRON	28	36							0.1591		0.1591	narrow	0.4399	0.5757	1.2973	0.7568	0.5833	0001a30e93240009			
9912	U+26B8	⚸	BLACK MOON LILITH	30	41		moon					0.1548		0.1548	narrow	0.3427	0.5432	1.1583	0.6757	0.5833	0003860c1c380021			
9913	U+26B9	⚹	SEXTILE	16	39							0.1382		0.1382	narrow	0.4878	0.5270	2.5946	0.9730	0.3750	0002364e19000011			
9914	U+26BA	⚺	SEMISEXTILE	9	39							0.1359		0.1359	narrow	0.4807	0.5539	2.5946	0.9730	0.3750	00001c6d9e000069			
9915	U+26BB	⚻	QUINCUNX	32	39							0.1374		0.1374	narrow	0.4910	0.4881	2.5245	0.9730	0.3854	00020648c0c00049			
9916	U+26BC	⚼	SESQUIQUADRATE	1	11							0.1984		0.1984	narrow	0.5381	0.5140	1.9741	0.9459	0.4792	00020d9b360c0061			
9917	U+26BD	⚽	SOCCER BALL	54	6							0.1588		0.1588	wide	0.5614	0.5270	1.4152	0.9730	0.6875	00e73ddbdc9f8031			
9918	U+26BE	⚾	BASEBALL	9	6							0.1447		0.1447	wide	0.5809	0.5011	1.3554	0.9459	0.6979	00ff841c9cdf0061			
9919	U+26BF	⚿	SQUARED KEY	52	42		square					0.1722		0.1722	narrow	0.5268	0.5341	2.4580	0.9730	0.3958	0002039626400069			
9920	U+26C0	⛀	WHITE DRAUGHTS MAN	1	45							0.1237		0.1237	narrow	0.5057	0.5417	3.0131	0.9730	0.3229	00000070f3800031			
9921	U+26C1	⛁	WHITE DRAUGHTS KING	52	0							0.1647		0.1647	narrow	0.5085	0.5467	2.3950	0.9730	0.4062	000380f1fe400061			
9922	U+26C2	⛂	BLACK DRAUGHTS MAN	16	45							0.2224		0.2224	narrow	0.4952	0.5323	3.0131	0.9730	0.3229	0000078e3e000031			
9923	U+26C3	⛃	BLACK DRAUGHTS KING	61	0							0.2825		0.2825	narrow	0.4922	0.5315	2.3950	0.9730	0.4062	0003878a7e000061			
9924	U+26C4	⛄	SNOWMAN WITHOUT SNOW	54	6							0.1400		0.1400	wide	0.6747	0.5247	1.3941	0.9730	0.6979	0034e4feecdf8031			
9925	U+26C5	⛅	SUN BEHIND CLOUD	22	32		sun					0.0465		0.0465	wide	0.5075	0.6086	1.5312	0.9730	0.6354	00316748e33e8039			
9926	U+26C6	⛆	RAIN	16	39							0.2037		0.2037	narrow	0.4756	0.5855	2.7472	0.9730	0.3542	0000070c152a0011			
9927	U+26C7	⛇	BLACK SNOWMAN	61	0							0.2449		0.2449	narrow	0.4683	0.5409	2.4580	0.9730	0.3958	000186cc1c000031			
9928	U+26C8	⛈	THUNDER CLOUD AND RAIN	16	0							0.1918		0.1918	narrow	0.4768	0.5484	2.4580	0.9730	0.3958	0000078999340031			
9929	U+26C9	⛉	TURNED WHITE SHOGI PIECE	1	19							0.1401		0.1401	narrow	0.4996	0.5185	2.1722	0.9730	0.4479	00020830790c0061			
9930	U+26CA	⛊	TURNED BLACK SHOGI PIECE	44	19							0.3581		0.3581	narrow	0.4894	0.5111	2.1722	0.9730	0.4479	000204081e0c0061			
9931	U+26CB	⛋	WHITE DIAMOND IN SQUARE	52	42		square,diamond					0.1950		0.1950	narrow	0.5186	0.5393	2.4580	0.9730	0.3958	00020318ee400071			
9932	U+26CC	⛌	CROSSING LANES	32	42		cross					0.1393		0.1393	narrow	0.4943	0.5384	2.2239	0.9730	0.4375	00001e6f11808049			
9933	U+26CD	⛍	DISABLED CAR	32	15							0.0940		0.0940	narrow	0.4433	0.5267	3.4595	0.9730	0.2812	0000060306c00021			
9934	U+26CE	⛎	OPHIUCHUS	17	1							0.3629		0.3629	wide	0.4691	0.5182	1.3736	0.9730	0.7083	01421c3a707c00f9			
9935	U+26CF	⛏	PICK	32	0							0.1140		0.1140	narrow	0.4380	0.5080	2.4580	0.9730	0.3958	0002e40303800031			
9936	U+26D0	⛐	CAR SLIDING	16	39							0.1612		0.1612	narrow	0.4253	0.5363	2.6687	0.9730	0.3646	000304831e400031			
9937	U+26D1	⛑	HELMET WITH WHITE CROSS	16	42		cross					0.1669		0.1669	narrow	0.4849	0.5234	2.5946	0.9730	0.3750	0001c648db000011			
9938	U+26D2	⛒	CIRCLED CROSSING LANES	52	0		circle,cross					0.1664		0.1664	narrow	0.4934	0.5345	2.4580	0.9730	0.3958	0003c64739000031			
9939	U+26D3	⛓	CHAINS	52	19							0.2286		0.2286	narrow	0.4957	0.5331	2.0757	0.9730	0.4688	000134d4d3530071			
9940	U+26D4	⛔	NO ENTRY	22	44							0.0289		0.0289	wide	0.6134	0.5452	1.4228	0.9189	0.6458	006f03cb980c0030			
9941	U+26D5	⛕	ALTERNATE ONE-WAY LEFT WAY TRAFFIC	14	0							0.2061		0.2061	narrow	0.4700	0.5358	2.3351	0.9730	0.4167	0002346c93800061			
9942	U+26D6	⛖	BLACK TWO-WAY LEFT WAY TRAFFIC	16	0							0.1983		0.1983	narrow	0.4829	0.5336	2.3950	0.9730	0.4062	0000c78a5e000031			
9943	U+26D7	⛗	WHITE TWO-WAY LEFT WAY TRAFFIC	32	0							0.1377		0.1377	narrow	0.4883	0.5339	2.3950	0.9730	0.4062	0000c649bc000031			
9944	U+26D8	⛘	BLACK LEFT LANE MERGE	44	19							0.3811		0.3811	narrow	0.5497	0.5604	2.1229	0.9730	0.4583	0000c78c10200019			
9945	U+26D9	⛙	WHITE LEFT LANE MERGE	28	19							0.1216		0.1216	narrow	0.5411	0.5393	2.1229	0.9730	0.4583	0000cf13264c8019			
9946	U+26DA	⛚	DRIVE SLOW SIGN	22	0							0.1002		0.1002	narrow	0.5377	0.5358	2.4580	0.9730	0.3958	0002347011c00069			
9947	U+26DB	⛛	HEAVY WHITE DOWN-POINTING TRIANGLE	16	42		triangle					0.1458		0.1458	narrow	0.4828	0.4926	2.5245	0.9730	0.3854	0002046c8e000061			
9948	U+26DC	⛜	LEFT CLOSED ENTRY	32	0							0.1255		0.1255	narrow	0.5375	0.5363	2.2782	0.9730	0.4271	00012e51a9400011			
9949	U+26DD	⛝	SQUARED SALTIRE	52	42		square					0.2020		0.2020	narrow	0.5199	0.5378	2.4580	0.9730	0.3958	000200f731c00069			
9950	U+26DE	⛞	FALLING DIAGONAL IN WHITE CIRCLE IN BLACK SQUARE	52	42		circle,square					0.1467		0.1467	narrow	0.5335	0.5369	2.4580	0.9730	0.3958	0002347721c00069			
9951	U+26DF	⛟	BLACK TRUCK	16	15							0.1570		0.1570	narrow	0.4480	0.5392	4.0611	0.9730	0.2396	0000040e59800031			
9952	U+26E0	⛠	RESTRICTED LEFT ENTRY-1	27	39							0.1234		0.1234	narrow	0.5792	0.4680	2.5245	0.9730	0.3854	00020654a1400061			
9953	U+26E1	⛡	RESTRICTED LEFT ENTRY-2	52	0							0.1347		0.1347	narrow	0.3605	0.5916	2.4580	0.9730	0.3958	0000040319800061			
9954	U+26E2	⛢	ASTRONOMICAL SYMBOL FOR URANUS	52	5							0.2208		0.2208	narrow	0.4914	0.5359	1.5312	0.9730	0.6354	0063c78b46f20059			
9955	U+26E3	⛣	HEAVY CIRCLE WITH STROKE AND TWO DOTS ABOVE	15	11		circle,dot					0.1708		0.1708	narrow	0.5184	0.5214	1.9321	0.9459	0.4896	000256a8719c0051			
9956	U+26E4	⛤	PENTAGRAM	32	39							0.1172		0.1172	narrow	0.4774	0.5499	2.5245	0.9730	0.3854	0000c58c99000031			
9957	U+26E5	⛥	RIGHT-HANDED INTERLACED PENTAGRAM	32	42		hand					0.1122		0.1122	narrow	0.4775	0.5500	2.5245	0.9730	0.3854	0000c5ac9b000031			
9958	U+26E6	⛦	LEFT-HANDED INTERLACED PENTAGRAM	32	42		hand					0.1121		0.1121	narrow	0.4778	0.5497	2.5245	0.9730	0.3854	0000c50d99000031			
9959	U+26E7	⛧	INVERTED PENTAGRAM	32	39							0.1173		0.1173	narrow	0.4752	0.5186	2.5245	0.9730	0.3854	0002364c86000011			
9960	U+26E8	⛨	BLACK CROSS ON SHIELD	52	42		cross					0.1785		0.1785	narrow	0.5235	0.5311	2.1229	0.9730	0.4583	0002031633980071			
9961	U+26E9	⛩	SHINTO SHRINE	16	39							0.1810		0.1810	narrow	0.4876	0.5050	2.6687	0.9730	0.3646	00001eedd9800061			
9962	U+26EA	⛪	CHURCH	9	44							0.1381		0.1381	wide	0.5321	0.6134	1.5065	0.9730	0.6458	00041fea54ab0031			
9963	U+26EB	⛫	CASTLE	52	45							0.1230		0.1230	narrow	0.4851	0.5338	2.9189	0.9730	0.3333	00000535a6c00031			
9964	U+26EC	⛬	HISTORIC SITE	15	39							0.1204		0.1204	narrow	0.4931	0.5690	2.5946	0.9730	0.3750	0000c389d1800019			
9965	U+26ED	⛭	GEAR WITHOUT HUB	16	0							0.1488		0.1488	narrow	0.4798	0.5366	2.4580	0.9730	0.3958	0000850994800031			
9966	U+26EE	⛮	GEAR WITH HANDLES	32	42		hand					0.1263		0.1263	narrow	0.4893	0.5347	2.9189	0.9730	0.3333	00000794be800011			
9967	U+26EF	⛯	MAP SYMBOL FOR LIGHTHOUSE	16	0							0.1631		0.1631	narrow	0.4786	0.5366	2.4580	0.9730	0.3958	0000850a94800031			
9968	U+26F0	⛰	MOUNTAIN	32	45							0.1260		0.1260	narrow	0.5073	0.5725	3.1135	0.9730	0.3125	0000078b4d800019			
9969	U+26F1	⛱	UMBRELLA ON GROUND	32	39							0.1100		0.1100	narrow	0.5104	0.5151	2.7472	0.9730	0.3542	0001c746bc000029			
9970	U+26F2	⛲	FOUNTAIN	54	44							0.1250		0.1250	wide	0.6830	0.5935	1.4826	0.9730	0.6562	001c79b3ffff8009			
9971	U+26F3	⛳	FLAG IN HOLE	9	44							0.1321		0.1321	wide	0.6199	0.6778	1.4826	0.9730	0.6562	000c1831ffbf8009			
9972	U+26F4	⛴	FERRY	16	15							0.1666		0.1666	narrow	0.5002	0.5467	3.7362	0.9730	0.2604	0000056ad8000011			
9973	U+26F5	⛵	SAILBOAT	54	6							0.1283		0.1283	wide	0.6798	0.6075	1.2973	0.9189	0.7083	000c31e75bff0009			
9974	U+26F6	⛶	SQUARE FOUR CORNERS	22	42		square					0.0852		0.0852	narrow	0.5538	0.5370	2.4580	0.9730	0.3958	000220d021400069			
9975	U+26F7	⛷	SKIER	16	0							0.1484		0.1484	narrow	0.3953	0.5325	2.3950	0.9730	0.4062	0002041e7c000061			
9976	U+26F8	⛸	ICE SKATE	14	0							0.2539		0.2539	narrow	0.5279	0.5558	2.3950	0.9730	0.4062	0000c38e19000011			
9977	U+26F9	⛹	PERSON WITH BALL	62	11							0.2056		0.2056	narrow	0.4449	0.5370	1.9873	0.9730	0.4896	000387065a260035			
9978	U+26FA	⛺	TENT	22	7							0.0419		0.0419	wide	0.6343	0.7094	1.6983	0.9730	0.5729	0000698c61768008			
9979	U+26FB	⛻	JAPANESE BANK SYMBOL	52	0							0.1385		0.1385	narrow	0.4865	0.5378	2.2239	0.9730	0.4375	00038468d19c0029			
9980	U+26FC	⛼	HEADSTONE GRAVEYARD SYMBOL	9	39							0.1031		0.1031	narrow	0.4938	0.5822	2.5245	0.9730	0.3854	0000c38851800009			
9981	U+26FD	⛽	FUEL PUMP	47	25							0.1743		0.1743	wide	0.5953	0.5309	1.1177	0.7568	0.6771	00c18b2306cc0001			
9982	U+26FE	⛾	CUP ON BLACK SQUARE	52	42		square					0.2586		0.2586	narrow	0.5065	0.5286	2.4580	0.9730	0.3958	000205b9f4c00061			
9983	U+26FF	⛿	WHITE FLAG WITH HORIZONTAL MIDDLE BLACK STRIPE	1	35							0.1876		0.1876	narrow	0.4547	0.4916	1.6387	0.9730	0.5938	00014091e0000061			
9985	U+2701	✁	UPPER BLADE SCISSORS	32	15							0.0703		0.0703	narrow	0.4051	0.5517	4.2457	0.9730	0.2292	0000060e03000011			
9986	U+2702	✂	BLACK SCISSORS	32	15							0.0889		0.0889	narrow	0.4431	0.5282	3.8919	0.9730	0.2500	000004ef10000021			
9987	U+2703	✃	LOWER BLADE SCISSORS	32	15							0.0710		0.0710	narrow	0.4083	0.5205	4.2457	0.9730	0.2292	0000058c18000021			
9988	U+2704	✄	WHITE SCISSORS	32	15							0.1029		0.1029	narrow	0.4333	0.5276	3.8919	0.9730	0.2500	000004fc90000031			
9989	U+2705	✅	WHITE HEAVY CHECK MARK	43	34							0.4956		0.4956	wide	0.4892	0.4848	1.3736	0.9730	0.7083	01c204c8d07d00f9			
9990	U+2706	✆	TELEPHONE LOCATION SIGN	52	0							0.1460		0.1460	narrow	0.4757	0.5408	2.3950	0.9730	0.4062	0001c59439800031			
9991	U+2707	✇	TAPE DRIVE	52	0							0.1594		0.1594	narrow	0.4876	0.5484	2.4580	0.9730	0.3958	00018524b3800031			
9992	U+2708	✈	AIRPLANE	32	39							0.1148		0.1148	narrow	0.4620	0.5585	2.5946	0.9730	0.3750	000003030c100031			
9993	U+2709	✉	ENVELOPE	52	45							0.1665		0.1665	narrow	0.5057	0.5801	3.2209	0.9730	0.3021	0000043733c00039			
9994	U+270A	✊	RAISED FIST	22	31							0.0280		0.0280	wide	0.5936	0.4894	1.3391	0.8649	0.6458	01ea5f88780e8000			
9995	U+270B	✋	RAISED HAND	22	41		hand					0.0049		0.0049	wide	0.5501	0.4998	1.2210	0.8649	0.7083	0053255a181f0000			
9996	U+270C	✌	VICTORY HAND	32	41		hand					0.1162		0.1162	narrow	0.5274	0.5370	1.2671	0.5676	0.4479	0001a3064e8c0001			
9997	U+270D	✍	WRITING HAND	32	45		hand					0.1073		0.1073	narrow	0.4731	0.5787	3.2209	0.9730	0.3021	0000078e53800019			
9998	U+270E	✎	LOWER RIGHT PENCIL	16	39							0.1428		0.1428	narrow	0.4933	0.5289	2.5245	0.9730	0.3854	0003040e47400021			
9999	U+270F	✏	PENCIL	32	15							0.0937		0.0937	narrow	0.4204	0.6029	5.4944	0.9730	0.1771	0000000993000011			
10000	U+2710	✐	UPPER RIGHT PENCIL	16	39							0.1427		0.1427	narrow	0.4927	0.5221	2.5946	0.9730	0.3750	00007f8c98000011			
10001	U+2711	✑	WHITE NIB	32	15							0.0964		0.0964	narrow	0.5081	0.5616	4.6703	0.9730	0.2083	00000781de000031			
10002	U+2712	✒	BLACK NIB	32	15							0.1162		0.1162	narrow	0.4500	0.5845	5.1892	0.9730	0.1875	0000008e9e000011			
10003	U+2713	✓	CHECK MARK	32	11							0.1439		0.1439	overlarge	0.5620	0.5246	1.8315	0.9730	0.5312	000038ed8e0c0011			
10004	U+2714	✔	HEAVY CHECK MARK	32	39							0.1295		0.1295	narrow	0.4356	0.5585	2.7472	0.9730	0.3542	000001eb10000011			
10005	U+2715	✕	MULTIPLICATION X	62	11							0.1583		0.1583	overlarge	0.5109	0.5156	1.9459	0.9730	0.5000	00020f3758e00049			
10006	U+2716	✖	HEAVY MULTIPLICATION X	16	39							0.2262		0.2262	narrow	0.4682	0.5048	2.5225	0.9459	0.3750	000276cd93800061			
10007	U+2717	✗	BALLOT X	62	11							0.2057		0.2057	narrow	0.4664	0.5324	1.8315	0.9730	0.5312	0003374f13000009			
10008	U+2718	✘	HEAVY BALLOT X	16	19							0.2372		0.2372	narrow	0.4516	0.5358	2.1229	0.9730	0.4583	000236ce13200069			
10009	U+2719	✙	OUTLINED GREEK CROSS	16	42		cross					0.1767		0.1767	narrow	0.4957	0.5671	2.4580	0.9730	0.3958	000007cf5b580031			
10010	U+271A	✚	HEAVY GREEK CROSS	9	42		cross					0.1669		0.1669	narrow	0.4946	0.5833	2.6687	0.9730	0.3646	0000018b160c0011			
10011	U+271B	✛	OPEN CENTRE CROSS	28	42		cross					0.1163		0.1163	narrow	0.4946	0.5677	2.4580	0.9730	0.3958	0000018a060c0011			
10012	U+271C	✜	HEAVY OPEN CENTRE CROSS	16	42		cross					0.1630		0.1630	narrow	0.4904	0.5680	2.4580	0.9730	0.3958	0000038c9c180011			
10013	U+271D	✝	LATIN CROSS	28	32		cross					0.1432		0.1432	narrow	0.5009	0.5083	1.8450	0.8649	0.4688	0000c78f060c0021			
10014	U+271E	✞	SHADOWED WHITE LATIN CROSS	27	19		cross					0.1767		0.1767	narrow	0.5188	0.5274	2.0049	0.9189	0.4583	0001846c8f0c0021			
10015	U+271F	✟	OUTLINED LATIN CROSS	16	42		cross					0.1962		0.1962	narrow	0.5135	0.5351	2.0883	0.8919	0.4271	0001a78f0e180031			
10016	U+2720	✠	MALTESE CROSS	52	42		cross					0.2014		0.2014	narrow	0.5063	0.5677	2.4580	0.9730	0.3958	0000079b6e700031			
10017	U+2721	✡	STAR OF DAVID	16	12	stars-fill	star	stars-fill		star		0.1597		0.1597	narrow	0.4894	0.5458	2.1722	0.9730	0.4479	0000c708de0c0029			
10018	U+2722	✢	FOUR TEARDROP-SPOKED ASTERISK	28	0							0.1186		0.1186	narrow	0.4785	0.5765	2.3950	0.9730	0.4062	0000010a44880011			
10019	U+2723	✣	FOUR BALLOON-SPOKED ASTERISK	28	0							0.1381		0.1381	narrow	0.4886	0.5758	2.3950	0.9730	0.4062	0000038b560c0011			
10020	U+2724	✤	HEAVY FOUR BALLOON-SPOKED ASTERISK	16	0							0.1864		0.1864	narrow	0.4899	0.5658	2.4580	0.9730	0.3958	0000c7895e0c0011			
10021	U+2725	✥	FOUR CLUB-SPOKED ASTERISK	16	0							0.1744		0.1744	narrow	0.4869	0.5676	2.4580	0.9730	0.3958	000007895e0c0011			
10022	U+2726	✦	BLACK FOUR POINTED STAR	32	42	stars-fill	star	stars-fill		star		0.0977		0.0977	narrow	0.4764	0.5772	2.4580	0.9730	0.3958	0000010e0c080011			
10023	U+2727	✧	WHITE FOUR POINTED STAR	32	42	stars-fill	star	stars-fill		star		0.0687		0.0687	narrow	0.4745	0.5770	2.4580	0.9730	0.3958	0000010d8c080011			
10024	U+2728	✨	SPARKLES	22	23							0.0220		0.0220	wide	0.5622	0.5038	1.4228	0.9189	0.6458	008302b16e040040			
10025	U+2729	✩	STRESS OUTLINED WHITE STAR	32	42	stars-fill	star	stars-fill		star		0.0872		0.0872	narrow	0.4797	0.6035	2.5245	0.9730	0.3854	00000389d5a60011			
10026	U+272A	✪	CIRCLED WHITE STAR	15	4	stars-fill	circle,star	stars-fill		star		0.2126		0.2126	narrow	0.4926	0.5816	2.4580	0.9730	0.3958	00000648f6bc0031			
10027	U+272B	✫	OPEN CENTRE BLACK STAR	9	42	stars-fill	star	stars-fill		star		0.0919		0.0919	narrow	0.4764	0.6096	2.5946	0.9730	0.3750	00000108db230011			
10028	U+272C	✬	BLACK CENTRE WHITE STAR	9	42	stars-fill	star	stars-fill		star		0.1388		0.1388	narrow	0.4705	0.6069	2.5245	0.9730	0.3854	0000038f1c260011			
10029	U+272D	✭	OUTLINED BLACK STAR	9	42	stars-fill	star	stars-fill		star		0.1156		0.1156	narrow	0.4737	0.6046	2.5245	0.9730	0.3854	0000010e1b230011			
10030	U+272E	✮	HEAVY OUTLINED BLACK STAR	9	42	stars-fill	star	stars-fill		star		0.1064		0.1064	narrow	0.4889	0.5994	2.5946	0.9730	0.3750	0000018f59230011			
10031	U+272F	✯	PINWHEEL STAR	9	42	stars-fill	star	stars-fill		star		0.1154		0.1154	narrow	0.4720	0.6003	2.5245	0.9730	0.3854	0000010f1b230011			
10032	U+2730	✰	SHADOWED WHITE STAR	9	42	stars-fill	star	stars-fill		star		0.1063		0.1063	narrow	0.4956	0.6083	2.6687	0.9730	0.3646	0000010959330011			
10033	U+2731	✱	HEAVY ASTERISK	16	0							0.2324		0.2324	narrow	0.4897	0.5634	2.3950	0.9730	0.4062	0000c5ac168c0029			
10034	U+2732	✲	OPEN CENTRE ASTERISK	52	0							0.1594		0.1594	narrow	0.4891	0.5690	2.4580	0.9730	0.3958	000005ac968c0029			
10035	U+2733	✳	EIGHT SPOKED ASTERISK	32	0							0.1212		0.1212	narrow	0.4809	0.5704	2.3950	0.9730	0.4062	000005af1e0c0031			
10036	U+2734	✴	EIGHT POINTED BLACK STAR	32	42	stars-fill	star	stars-fill		star		0.1027		0.1027	narrow	0.4673	0.5739	2.3950	0.9730	0.4062	0000050e1c080011			
10037	U+2735	✵	EIGHT POINTED PINWHEEL STAR	9	42	stars-fill	star	stars-fill		star		0.1528		0.1528	narrow	0.4862	0.5762	2.4580	0.9730	0.3958	000007ad1c0c0011			
10038	U+2736	✶	SIX POINTED BLACK STAR	16	12	stars-fill	star	stars-fill		star		0.1879		0.1879	overlarge	0.5410	0.5173	1.8681	0.9730	0.5208	0000468f02440029			
10039	U+2737	✷	EIGHT POINTED RECTILINEAR BLACK STAR	9	42	stars-fill	star	stars-fill		star		0.1339		0.1339	narrow	0.4666	0.5798	2.4580	0.9730	0.3958	0000050e1c080011			
10040	U+2738	✸	HEAVY EIGHT POINTED RECTILINEAR BLACK STAR	16	42	stars-fill	star	stars-fill		star		0.1865		0.1865	narrow	0.4851	0.5765	2.4580	0.9730	0.3958	000007ac1e0c0011			
10041	U+2739	✹	TWELVE POINTED BLACK STAR	16	42	stars-fill	star	stars-fill		star		0.1949		0.1949	narrow	0.4687	0.5806	2.4580	0.9730	0.3958	0000070c19280031			
10042	U+273A	✺	SIXTEEN POINTED ASTERISK	16	0							0.2364		0.2364	narrow	0.4829	0.5680	2.4580	0.9730	0.3958	0000078e1e1c0031			
10043	U+273B	✻	TEARDROP-SPOKED ASTERISK	52	0							0.2086		0.2086	narrow	0.4927	0.5517	2.1722	0.9730	0.4479	0000c5af16cc0029			
10044	U+273C	✼	OPEN CENTRE TEARDROP-SPOKED ASTERISK	52	0							0.2046		0.2046	narrow	0.4936	0.5519	2.1722	0.9730	0.4479	0000c5be96cc0029			
10045	U+273D	✽	HEAVY TEARDROP-SPOKED ASTERISK	16	0							0.2584		0.2584	narrow	0.4932	0.5595	2.2239	0.9730	0.4375	0000c5ad568c0031			
