cp	hex	char	block	preferred	used_face	n_fonts	preferred_has_native	alt_fonts
10183	U+27C7	⟇	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10184	U+27C8	⟈	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10185	U+27C9	⟉	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10186	U+27CA	⟊	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	Apple Symbols
10187	U+27CB	⟋	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10188	U+27CC	⟌	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10189	U+27CD	⟍	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10190	U+27CE	⟎	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	Monaspace Xenon
10191	U+27CF	⟏	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	Monaspace Xenon
10192	U+27D0	⟐	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10193	U+27D1	⟑	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10194	U+27D2	⟒	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10195	U+27D3	⟓	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10196	U+27D4	⟔	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10197	U+27D5	⟕	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10198	U+27D6	⟖	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10199	U+27D7	⟗	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10200	U+27D8	⟘	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10201	U+27D9	⟙	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10202	U+27DA	⟚	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10203	U+27DB	⟛	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10204	U+27DC	⟜	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	5	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math
10205	U+27DD	⟝	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10206	U+27DE	⟞	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10207	U+27DF	⟟	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10208	U+27E0	⟠	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10209	U+27E1	⟡	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10210	U+27E2	⟢	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10211	U+27E3	⟣	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10212	U+27E4	⟤	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10213	U+27E5	⟥	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10214	U+27E6	⟦	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10215	U+27E7	⟧	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10216	U+27E8	⟨	Miscellaneous Mathematical Symbols-A	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	8	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Apple Symbols|STIX Two Math|VictorMono NFM SemiBold|Monaspace Xenon
10217	U+27E9	⟩	Miscellaneous Mathematical Symbols-A	VictorMono Nerd Font Mono	VictorMono NFM SemiBold	8	yes	JetBrains Mono|JetBrains Mono NoNF|JuliaMono|Apple Symbols|STIX Two Math|VictorMono NFM SemiBold|Monaspace Xenon
10218	U+27EA	⟪	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10219	U+27EB	⟫	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10220	U+27EC	⟬	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10221	U+27ED	⟭	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10222	U+27EE	⟮	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10223	U+27EF	⟯	Miscellaneous Mathematical Symbols-A	JuliaMono	JuliaMono Regular	2	yes	STIX Two Math
10224	U+27F0	⟰	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10225	U+27F1	⟱	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10226	U+27F2	⟲	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10227	U+27F3	⟳	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10228	U+27F4	⟴	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10229	U+27F5	⟵	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10230	U+27F6	⟶	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10231	U+27F7	⟷	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	6	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math|Monaspace Xenon
10232	U+27F8	⟸	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10233	U+27F9	⟹	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10234	U+27FA	⟺	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10235	U+27FB	⟻	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10236	U+27FC	⟼	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10237	U+27FD	⟽	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10238	U+27FE	⟾	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10239	U+27FF	⟿	Supplemental Arrows-A	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10240	U+2800	⠀	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10241	U+2801	⠁	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10242	U+2802	⠂	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10243	U+2803	⠃	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10244	U+2804	⠄	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10245	U+2805	⠅	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10246	U+2806	⠆	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10247	U+2807	⠇	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10248	U+2808	⠈	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10249	U+2809	⠉	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10250	U+280A	⠊	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10251	U+280B	⠋	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10252	U+280C	⠌	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10253	U+280D	⠍	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10254	U+280E	⠎	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10255	U+280F	⠏	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10256	U+2810	⠐	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10257	U+2811	⠑	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10258	U+2812	⠒	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10259	U+2813	⠓	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10260	U+2814	⠔	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10261	U+2815	⠕	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10262	U+2816	⠖	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10263	U+2817	⠗	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10264	U+2818	⠘	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10265	U+2819	⠙	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10266	U+281A	⠚	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10267	U+281B	⠛	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10268	U+281C	⠜	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10269	U+281D	⠝	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10270	U+281E	⠞	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10271	U+281F	⠟	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10272	U+2820	⠠	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10273	U+2821	⠡	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10274	U+2822	⠢	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10275	U+2823	⠣	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10276	U+2824	⠤	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10277	U+2825	⠥	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10278	U+2826	⠦	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10279	U+2827	⠧	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10280	U+2828	⠨	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10281	U+2829	⠩	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10282	U+282A	⠪	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10283	U+282B	⠫	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10284	U+282C	⠬	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10285	U+282D	⠭	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10286	U+282E	⠮	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10287	U+282F	⠯	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10288	U+2830	⠰	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10289	U+2831	⠱	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10290	U+2832	⠲	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10291	U+2833	⠳	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10292	U+2834	⠴	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10293	U+2835	⠵	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10294	U+2836	⠶	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10295	U+2837	⠷	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10296	U+2838	⠸	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10297	U+2839	⠹	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10298	U+283A	⠺	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10299	U+283B	⠻	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10300	U+283C	⠼	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10301	U+283D	⠽	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10302	U+283E	⠾	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10303	U+283F	⠿	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10304	U+2840	⡀	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10305	U+2841	⡁	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10306	U+2842	⡂	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10307	U+2843	⡃	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10308	U+2844	⡄	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10309	U+2845	⡅	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10310	U+2846	⡆	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10311	U+2847	⡇	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10312	U+2848	⡈	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10313	U+2849	⡉	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10314	U+284A	⡊	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10315	U+284B	⡋	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10316	U+284C	⡌	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10317	U+284D	⡍	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10318	U+284E	⡎	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10319	U+284F	⡏	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10320	U+2850	⡐	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10321	U+2851	⡑	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10322	U+2852	⡒	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10323	U+2853	⡓	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10324	U+2854	⡔	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10325	U+2855	⡕	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10326	U+2856	⡖	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10327	U+2857	⡗	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10328	U+2858	⡘	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10329	U+2859	⡙	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10330	U+285A	⡚	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10331	U+285B	⡛	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10332	U+285C	⡜	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10333	U+285D	⡝	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10334	U+285E	⡞	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10335	U+285F	⡟	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10336	U+2860	⡠	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10337	U+2861	⡡	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10338	U+2862	⡢	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10339	U+2863	⡣	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10340	U+2864	⡤	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10341	U+2865	⡥	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10342	U+2866	⡦	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10343	U+2867	⡧	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10344	U+2868	⡨	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10345	U+2869	⡩	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10346	U+286A	⡪	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10347	U+286B	⡫	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10348	U+286C	⡬	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10349	U+286D	⡭	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10350	U+286E	⡮	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10351	U+286F	⡯	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10352	U+2870	⡰	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10353	U+2871	⡱	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10354	U+2872	⡲	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10355	U+2873	⡳	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10356	U+2874	⡴	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10357	U+2875	⡵	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10358	U+2876	⡶	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10359	U+2877	⡷	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10360	U+2878	⡸	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10361	U+2879	⡹	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10362	U+287A	⡺	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10363	U+287B	⡻	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10364	U+287C	⡼	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10365	U+287D	⡽	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
